Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Indicator,OrderVal
2024-12-18 00:00:00-05:00,251.26802371656945,253.38051965426092,246.86366065893745,247.1725616455078,56774100,0.0,0.0,AAPL,0,17.262081795420528
2024-12-19 00:00:00-05:00,246.6245097734382,251.1085917693189,246.21595643132494,248.90640258789062,60882300,0.0,0.0,AAPL,1,145.31893879499492
2024-12-20 00:00:00-05:00,247.16260139536695,254.09798847685343,244.82092317346877,253.5897979736328,147495300,0.0,0.0,AAPL,0,134.78205114780954
2024-12-23 00:00:00-05:00,253.8688035675433,254.74568039470608,252.55346551957817,254.36703491210938,40858800,0.0,0.0,AAPL,0,125.2398706960206
2024-12-24 00:00:00-05:00,254.58626151312842,257.2966260773909,254.386956808638,257.28668212890625,23234700,0.0,0.0,AAPL,0,112.61653742445674
2024-12-26 00:00:00-05:00,257.27667867815336,259.1799258751944,256.7186620602343,258.1037292480469,27237100,0.0,0.0,AAPL,1,48.564612660196254
2024-12-27 00:00:00-05:00,256.917949151404,257.78489719249416,252.16483330495137,254.68588256835938,42355300,0.0,0.0,AAPL,0,55.2993860124662
2024-12-30 00:00:00-05:00,251.33775398934142,252.60326573181473,249.86299361835324,251.307861328125,35557500,0.0,0.0,AAPL,1,44.838847290169696
2024-12-31 00:00:00-05:00,251.54702315387914,252.38404809530297,248.54766097322468,249.53416442871094,39480700,0.0,0.0,AAPL,1,141.36527211075267
2025-01-02 00:00:00-05:00,248.0494437119358,248.21885574509324,240.96460876578237,242.9874267578125,55740700,0.0,0.0,AAPL,1,26.682035196140454
2025-01-03 00:00:00-05:00,242.49916076660156,243.31625226562878,241.03435939639962,242.49916076660156,40244100,0.0,0.0,AAPL,1,147.08430170107002
2025-01-06 00:00:00-05:00,243.4457849039297,246.45510633108967,242.33971076643533,244.1333465576172,45045600,0.0,0.0,AAPL,-1,179.48387353054773
2025-01-07 00:00:00-05:00,242.12049100282684,244.681407317594,240.496267218822,241.3532257080078,40856000,0.0,0.0,AAPL,-1,166.1523286420476
2025-01-08 00:00:00-05:00,241.06423680804883,242.84791342439922,239.20085656180404,241.8414764404297,37628900,0.0,0.0,AAPL,-1,11.222211725368416
2025-01-10 00:00:00-05:00,239.16100228470233,239.3104808095479,232.17580437363205,236.01219177246094,61710900,0.0,0.0,AAPL,1,12.266430967079684
2025-01-13 00:00:00-05:00,232.7039288898965,233.8398957390806,228.90740850459227,233.5708465576172,49630700,0.0,0.0,AAPL,0,143.42843724958792
2025-01-14 00:00:00-05:00,233.91960476413306,235.28475371553364,231.6476711610837,232.45480346679688,39435300,0.0,0.0,AAPL,-1,43.34502780843561
2025-01-15 00:00:00-05:00,233.80997931617492,238.11470496290485,233.60071548412043,237.02854919433594,39832000,0.0,0.0,AAPL,1,96.19608987415107
2025-01-16 00:00:00-05:00,236.51041752509497,237.1680713225123,227.22337827123218,227.4525604248047,71759100,0.0,0.0,AAPL,-1,57.88745705599793
2025-01-17 00:00:00-05:00,231.2989028272768,231.4682996512766,227.67177943063626,229.16647338867188,68488300,0.0,0.0,AAPL,1,124.24190585553468
2025-01-21 00:00:00-05:00,223.20762199269615,223.62613445935494,218.6039696546368,221.85243225097656,98070400,0.0,0.0,AAPL,-1,76.23332398146431
2025-01-22 00:00:00-05:00,219.01252087308487,223.3272060060417,219.01252087308487,223.03823852539062,64126500,0.0,0.0,AAPL,0,95.52573455486936
2025-01-23 00:00:00-05:00,223.94503224654224,226.2269251350915,221.51366083038826,222.8688507080078,60234800,0.0,0.0,AAPL,1,87.52875550105486
2025-01-24 00:00:00-05:00,223.9848686181573,224.831867935065,220.6267944226493,221.991943359375,54697900,0.0,0.0,AAPL,-1,46.23706284613448
2025-01-27 00:00:00-05:00,223.2275672861503,231.32879829775732,223.18770026542342,229.04690551757812,94863400,0.0,0.0,AAPL,1,140.83736360887957
2025-01-28 00:00:00-05:00,230.03341371427896,239.3403714135585,229.99354669273774,237.4171905517578,75707600,0.0,0.0,AAPL,0,104.2266565739202
2025-01-29 00:00:00-05:00,233.29182086679862,239.01152170916106,233.18220937175082,238.51329040527344,45486100,0.0,0.0,AAPL,0,168.80475420396627
2025-01-30 00:00:00-05:00,237.825723654139,239.93821947161274,236.37089679279623,236.74954223632812,55658300,0.0,0.0,AAPL,0,196.821221349417
2025-01-31 00:00:00-05:00,246.31561143302469,246.31561143302469,232.61424963135997,235.16519165039062,100959800,0.0,0.0,AAPL,1,69.38421059039949
2025-02-03 00:00:00-05:00,229.17643705581955,231.00992457632861,224.90160402054906,227.20343017578125,73063300,0.0,0.0,AAPL,1,77.74607596508773
2025-02-04 00:00:00-05:00,226.44613087124998,232.3053359547129,225.84824721606736,231.97650146484375,45067300,0.0,0.0,AAPL,0,150.77808617014747
2025-02-05 00:00:00-05:00,227.72162426833262,231.84697932244578,227.46254943477126,231.64768981933594,39620300,0.0,0.0,AAPL,0,145.86604118244108
2025-02-06 00:00:00-05:00,230.47183871784506,232.9729696905443,229.61488023403817,232.39501953125,29925300,0.0,0.0,AAPL,0,42.553548380778274
2025-02-07 00:00:00-05:00,231.77720359418535,233.1722451327125,226.4560818290891,226.8247833251953,39707200,0.0,0.0,AAPL,0,20.858074833786116
2025-02-10 00:00:00-05:00,229.0094413336025,230.02693972945139,226.64521806905947,227.0941162109375,33115600,0.25,0.0,AAPL,1,34.82115094755971
2025-02-11 00:00:00-05:00,227.64279618723114,234.6556296697615,227.57297502290857,232.052001953125,53718400,0.0,0.0,AAPL,0,30.86132179069939
2025-02-12 00:00:00-05:00,230.63545743654387,236.38140252594314,230.11672290007743,236.29161071777344,45243300,0.0,0.0,AAPL,-1,191.38590815970997
2025-02-13 00:00:00-05:00,236.33153226758247,241.74826634141837,234.99480784534867,240.94024658203125,53614100,0.0,0.0,AAPL,1,177.89695656173117
2025-02-14 00:00:00-05:00,240.66092045804314,244.9504238462646,240.40156080072015,244.00274658203125,40896200,0.0,0.0,AAPL,-1,165.59625051470334
2025-02-18 00:00:00-05:00,243.55383619329416,244.58131995427482,241.2494791133952,243.87306213378906,48822500,0.0,0.0,AAPL,-1,16.044305664928437
2025-02-19 00:00:00-05:00,244.06260076305156,245.40929524371262,242.56626341463,244.27207946777344,32204200,0.0,0.0,AAPL,1,14.49507210667492
2025-02-20 00:00:00-05:00,244.34191013103748,246.1774135823035,243.69348816231408,245.229736328125,32316900,0.0,0.0,AAPL,1,186.15403719607522
2025-02-21 00:00:00-05:00,245.34944139409683,248.08275639920348,244.6212281548445,244.95042419433594,53197400,0.0,0.0,AAPL,-1,160.34180396191692
2025-02-24 00:00:00-05:00,244.3319283268952,248.25234005966587,243.82317911276243,246.49664306640625,51326400,0.0,0.0,AAPL,0,34.97611365040189
2025-02-25 00:00:00-05:00,247.3944454522674,249.38956194785018,244.3119941197594,246.43678283691406,48013300,0.0,0.0,AAPL,-1,12.725092774154223
2025-02-26 00:00:00-05:00,243.7333937698084,244.3818005030484,238.5460942392985,239.77308654785156,44433600,0.0,0.0,AAPL,1,83.25762811722623
2025-02-27 00:00:00-05:00,238.82541422357912,241.86796980219768,236.48114634623442,236.72056579589844,41153600,0.0,0.0,AAPL,-1,100.41098369833747
2025-02-28 00:00:00-05:00,236.37142201455794,241.49887076126774,229.63790389196947,241.24948120117188,56833400,0.0,0.0,AAPL,-1,125.52101952352199
2025-03-03 00:00:00-05:00,241.19958958341564,243.43412542285543,235.53346633482454,237.4487762451172,47184000,0.0,0.0,AAPL,-1,35.64479874471614
2025-03-04 00:00:00-05:00,237.1295800554318,239.4838181516717,234.10696453181083,235.35391235351562,53798100,0.0,0.0,AAPL,-1,85.82861394276362
2025-03-05 00:00:00-05:00,234.84515699420854,235.97240266650644,228.67026910680244,235.1643829345703,47227600,0.0,0.0,AAPL,-1,175.76452976808292
2025-03-06 00:00:00-05:00,233.86756011302523,237.27920752401755,232.59068676229822,234.75538635253906,45170400,0.0,0.0,AAPL,-1,174.8008194940541
2025-03-07 00:00:00-05:00,234.53591456798168,240.78062356819368,234.1867631010968,238.4862518310547,46273600,0.0,0.0,AAPL,0,91.71837310626927
2025-03-10 00:00:00-04:00,234.96486230654432,235.583358769024,223.6725108894593,226.92454528808594,72071200,0.0,0.0,AAPL,-1,43.90021767381795
2025-03-11 00:00:00-04:00,223.26351528828414,225.2885573705892,216.91904404485373,220.30076599121094,76137400,0.0,0.0,AAPL,0,127.89663804467455
2025-03-12 00:00:00-04:00,219.60246770742089,221.20853706339403,214.38524243690583,216.45018005371094,62547500,0.0,0.0,AAPL,-1,112.07614273105239
2025-03-13 00:00:00-04:00,215.4227092543014,216.31053552178076,207.9110965632093,209.1680145263672,61368300,0.0,0.0,AAPL,-1,89.56468599322439
2025-03-14 00:00:00-04:00,210.7341834889886,213.42758776028128,209.06826301296118,212.96871948242188,60107600,0.0,0.0,AAPL,0,46.289055232212895
2025-03-17 00:00:00-04:00,212.78914514941675,214.69448503570536,209.4573042902151,213.4774627685547,48073400,0.0,0.0,AAPL,0,164.96593457177138
2025-03-18 00:00:00-04:00,213.63706605687162,214.62463892519543,210.97358751075308,212.170654296875,42432400,0.0,0.0,AAPL,-1,84.04354177316212
2025-03-19 00:00:00-04:00,213.6969181399133,218.22582565599035,213.22806456968678,214.7144317626953,54385400,0.0,0.0,AAPL,-1,146.80107689836964
2025-03-20 00:00:00-04:00,213.46749271646212,216.9589465476154,211.70181037410745,213.5772247314453,48862900,0.0,0.0,AAPL,1,111.28366206657958
2025-03-21 00:00:00-04:00,211.04340788811464,218.30563028145062,210.764092813104,217.73703002929688,94127800,0.0,0.0,AAPL,-1,118.64997432341174
2025-03-24 00:00:00-04:00,220.460369765545,220.93919345594836,218.04628066528426,220.19102478027344,44299500,0.0,0.0,AAPL,1,106.2265540746937
2025-03-25 00:00:00-04:00,220.23093972638688,223.55281053469957,219.54262209652958,223.2036590576172,34493600,0.0,0.0,AAPL,0,14.327985788498518
2025-03-26 00:00:00-04:00,222.96422035625233,224.47054292972726,219.93165022699972,220.9890594482422,34466100,0.0,0.0,AAPL,1,122.71212841018595
2025-03-27 00:00:00-04:00,220.84940592957574,224.4406214835582,220.0214308095873,223.30340576171875,37094800,0.0,0.0,AAPL,0,50.276826029886834
2025-03-28 00:00:00-04:00,221.12873402087155,223.26350805320467,217.1484711493609,217.36793518066406,39818600,0.0,0.0,AAPL,-1,65.73412092632425
2025-03-31 00:00:00-04:00,216.48010744476517,225.06908447075043,215.7020132379398,221.58761596679688,65299300,0.0,0.0,AAPL,-1,32.286033736464404
2025-04-01 00:00:00-04:00,219.27326790744206,223.13381331282267,218.36548628233527,222.64501953125,36412700,0.0,0.0,AAPL,0,146.0911705587149
2025-04-02 00:00:00-04:00,220.77959080525144,224.6401362151353,220.4803202973195,223.3433074951172,35905900,0.0,0.0,AAPL,1,101.94696115410542
2025-04-03 00:00:00-04:00,205.03811566571247,206.9833664271943,200.75859747782033,202.69386291503906,103419000,0.0,0.0,AAPL,-1,47.8418822230769
2025-04-04 00:00:00-04:00,193.4165691841804,199.39194860307396,186.88255957870848,187.92002868652344,125910900,0.0,0.0,AAPL,1,107.4799068123636
2025-04-07 00:00:00-04:00,176.76731422169505,193.6759230716255,174.19361217758157,181.0169219970703,160466300,0.0,0.0,AAPL,0,176.66559992513896
2025-04-08 00:00:00-04:00,186.244123618335,189.87523506652792,168.79683943762106,171.99899291992188,120859500,0.0,0.0,AAPL,-1,35.69671864017163
2025-04-09 00:00:00-04:00,171.53013119082922,200.1201531468693,171.47028013366514,198.3644561767578,184395900,0.0,0.0,AAPL,0,186.91904093213824
2025-04-10 00:00:00-04:00,188.6083530498886,194.30440235729913,182.55316692796467,189.95504760742188,121880000,0.0,0.0,AAPL,1,65.25471997376795
2025-04-11 00:00:00-04:00,185.64558871717136,199.05275825525484,185.60567786476867,197.66615295410156,87435900,0.0,0.0,AAPL,0,17.09808591869074
2025-04-14 00:00:00-04:00,210.9237150406947,212.42005238891582,200.66881763194172,202.02549743652344,101352900,0.0,0.0,AAPL,0,127.55863035725314
2025-04-15 00:00:00-04:00,201.36710824854455,203.01307326666696,199.31214069618733,201.64642333984375,51343900,0.0,0.0,AAPL,0,23.243492703588046
2025-04-16 00:00:00-04:00,197.8756484915953,200.2099310657198,191.9002692932641,193.79563903808594,59732400,0.0,0.0,AAPL,-1,178.04172357570047
2025-04-17 00:00:00-04:00,196.71848747425943,198.34451232255947,193.9452767059697,196.4990234375,52164700,0.0,0.0,AAPL,0,173.78519274774246
2025-04-21 00:00:00-04:00,192.79807124065385,193.32677585155812,189.3465132845993,192.68833923339844,46742500,0.0,0.0,AAPL,1,14.280249407258184
2025-04-22 00:00:00-04:00,195.64111763020085,201.097762433896,195.49148998245192,199.25228881835938,52976400,0.0,0.0,AAPL,1,109.34303711640378
2025-04-23 00:00:00-04:00,205.49700887470834,207.4921254657249,202.30482537338813,204.10043334960938,52929200,0.0,0.0,AAPL,0,44.28090298579364
2025-04-24 00:00:00-04:00,204.38970763388747,208.32008954356945,202.44447210591895,207.8612060546875,47311000,0.0,0.0,AAPL,1,196.5049374083973
2025-04-25 00:00:00-04:00,205.86608387594285,209.2378355121778,205.69650080604464,208.76898193359375,38222300,0.0,0.0,AAPL,1,128.59453211353795
2025-04-28 00:00:00-04:00,209.48723454234343,210.98357193193158,206.95344326011445,209.62689208984375,38743100,0.0,0.0,AAPL,1,162.8586879398385
2025-04-29 00:00:00-04:00,208.18042396697467,211.72175863443914,207.86119803545407,210.69427490234375,36827600,0.0,0.0,AAPL,1,196.26680688446714
2025-04-30 00:00:00-04:00,208.78894157113288,213.0584895980106,206.16535854293033,211.9811248779297,52286500,0.0,0.0,AAPL,1,27.93914577976548
2025-05-01 00:00:00-04:00,208.56948083895412,214.0360957896086,208.3899124386699,212.79913330078125,57365700,0.0,0.0,AAPL,-1,130.36617523672825
2025-05-02 00:00:00-04:00,205.58677037884885,206.48458191182934,201.66637387157866,204.8485870361328,101010600,0.0,0.0,AAPL,-1,10.751488501870647
2025-05-05 00:00:00-04:00,202.6040848015313,203.60164304236298,197.72602561272546,198.40435791015625,69018500,0.0,0.0,AAPL,-1,42.457221118303735
2025-05-06 00:00:00-04:00,197.72601327833053,200.16004244803628,196.53891661034845,198.0252685546875,51216500,0.0,0.0,AAPL,1,157.36003488859097
2025-05-07 00:00:00-04:00,198.6836658614824,198.95301083885846,192.77812311451905,195.7707977294922,68536700,0.0,0.0,AAPL,-1,196.3152325461795
2025-05-08 00:00:00-04:00,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900,0.0,0.0,AAPL,-1,154.09195034347263
2025-05-09 00:00:00-04:00,198.51409591462888,200.0503289543839,197.05765414160055,198.0452423095703,36453900,0.0,0.0,AAPL,-1,79.42427849424205
2025-05-12 00:00:00-04:00,210.7308445260501,211.03050749278242,206.5156271207593,210.55104064941406,63775800,0.26,0.0,AAPL,0,90.16068808300085
2025-05-13 00:00:00-04:00,210.19144790738707,213.1580823159532,208.76307628033234,212.68861389160156,51909300,0.0,0.0,AAPL,1,34.502563804424916
2025-05-14 00:00:00-04:00,212.18917192393894,213.69746987061376,210.34127831689767,212.08929443359375,49325800,0.0,0.0,AAPL,0,99.95523814643845
2025-05-15 00:00:00-04:00,210.71086343228015,212.71859464512332,209.30245815432872,211.21029663085938,45029500,0.0,0.0,AAPL,-1,98.26094544210409
2025-05-16 00:00:00-04:00,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900,0.0,0.0,AAPL,1,195.0339623262914
2025-05-19 00:00:00-04:00,207.67431083672193,209.24252311349682,204.02843943795537,208.54331970214844,46140500,0.0,0.0,AAPL,1,177.8947398273088
2025-05-20 00:00:00-04:00,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003906,42496600,0.0,0.0,AAPL,1,60.54229008652503
2025-05-21 00:00:00-04:00,204.93741112479617,206.80528635778637,200.4824756537251,201.86090087890625,59211800,0.0,0.0,AAPL,0,22.248355369083775
2025-05-22 00:00:00-04:00,200.48247209416806,202.52015274475195,199.4736073247078,201.13172912597656,46742400,0.0,0.0,AAPL,-1,87.0290294305944
2025-05-23 00:00:00-04:00,193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,78432900,0.0,0.0,AAPL,1,30.62354256379657
2025-05-27 00:00:00-04:00,198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,56288500,0.0,0.0,AAPL,0,71.98240881688064
2025-05-28 00:00:00-04:00,200.36260025266836,202.50017366149785,199.67338002302156,200.1927947998047,45339700,0.0,0.0,AAPL,-1,61.664070341382484
2025-05-29 00:00:00-04:00,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800,0.0,0.0,AAPL,-1,24.322962996591077
2025-05-30 00:00:00-04:00,199.14398126681596,201.73105672211125,196.55692105301176,200.622314453125,70819900,0.0,0.0,AAPL,-1,175.58040046215763
2025-06-02 00:00:00-04:00,200.05295557621693,201.9008644592711,199.89313329888972,201.47134399414062,35423300,0.0,0.0,AAPL,0,60.88703414178655
2025-06-03 00:00:00-04:00,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003906,46381600,0.0,0.0,AAPL,-1,81.59465144865173
2025-06-04 00:00:00-04:00,202.67998220748078,206.00620910456834,201.8709028727957,202.590087890625,43604000,0.0,0.0,AAPL,0,99.1433474228067
2025-06-05 00:00:00-04:00,203.26931435006063,204.5178973620389,199.92310578136215,200.40257263183594,55126100,0.0,0.0,AAPL,1,182.859643010673
2025-06-06 00:00:00-04:00,202.76987228695742,205.4668084267123,201.82095228760733,203.68882751464844,46607700,0.0,0.0,AAPL,0,82.4143709646778
2025-06-09 00:00:00-04:00,204.15830357568726,205.76647909477697,199.79326227022588,201.2216339111328,72862600,0.0,0.0,AAPL,1,138.33031840627407
2025-06-10 00:00:00-04:00,200.3726011094186,204.11835001917973,200.34263633745982,202.44024658203125,54672600,0.0,0.0,AAPL,-1,57.460718350839144
2025-06-11 00:00:00-04:00,203.26930749599725,204.26817387189894,198.18508130061548,198.55465698242188,60989900,0.0,0.0,AAPL,1,68.46494493718625
2025-06-12 00:00:00-04:00,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600,0.0,0.0,AAPL,1,55.015226008919775
2025-06-13 00:00:00-04:00,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300,0.0,0.0,AAPL,1,194.26522022252877
2025-06-16 00:00:00-04:00,197.07634287373045,198.46476655376847,196.33717625414866,198.195068359375,43020700,0.0,0.0,AAPL,0,42.57197757140662
2025-06-17 00:00:00-04:00,196.97644196425614,198.16509536417735,194.98870767431248,195.418212890625,38856200,0.0,0.0,AAPL,1,37.222340231433996
2025-06-18 00:00:00-04:00,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700,0.0,0.0,AAPL,1,186.41117821508223
2025-06-20 00:00:00-04:00,198.01527480684123,201.47134391409438,196.6368343380514,200.7721405029297,96813500,0.0,0.0,AAPL,0,59.2186544972272
2025-06-23 00:00:00-04:00,201.40143343464243,202.07067208145295,198.73446202428119,201.27157592773438,55814300,0.0,0.0,AAPL,1,100.02553266318522
2025-06-24 00:00:00-04:00,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000,0.0,0.0,AAPL,1,36.9130041726844
2025-06-25 00:00:00-04:00,201.2216365357081,203.43912119943792,200.39257558111612,201.33151245117188,39525700,0.0,0.0,AAPL,1,16.728788291002125
2025-06-26 00:00:00-04:00,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100,0.0,0.0,AAPL,0,174.4339944355175
2025-06-27 00:00:00-04:00,201.66113009938155,202.98962419564972,199.77327327657756,200.85205078125,73188600,0.0,0.0,AAPL,1,175.26250766771292
2025-06-30 00:00:00-04:00,201.78098710410558,207.15489297707504,199.0341046248948,204.93740844726562,91912800,0.0,0.0,AAPL,0,140.47791573084967
2025-07-01 00:00:00-04:00,206.4357061767528,209.95171998702364,205.90630823197938,207.58441162109375,78788900,0.0,0.0,AAPL,1,197.31412192781698
